Guid,ContactId,AccountId,SuppliedName,SuppliedPhone,SuppliedCompany,Type,Status,Reason,Subject,Priority,Description,ClosedDate,IsEscalated,Comments,Application__c,TypeDetail__c
31477a99-f3e7-4240-92e3-9586d1d22ccc,35aed5e6-54bd-4714-9b06-e8b115f358cb,24f8ddba-6a41-4904-bbf1-23a4ae7c03b3,#N/A,#N/A,#N/A,Feature Request,Approved,New problem,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,#N/A,false,#N/A,#N/A,#N/A
317a66c4-23a3-49bd-880d-a9e30f110ace,7318ad0c-23c3-436a-a4ed-95eb66b293ae,450e9378-424f-4fab-ae6e-3b3ff90eb2ea,#N/A,#N/A,#N/A,Feature Request,New,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
327e25ab-31a3-48a6-9f21-a64628826fcb,018e0fb8-5743-419e-82d8-d09ee44d4ff3,ba05f0c8-79fb-4835-aaa0-a376e1689fd0,#N/A,#N/A,#N/A,Feature Request,New,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
32951f17-72d7-4b63-91c7-bcf2afacc0f0,acc0eb04-5ed8-4242-aebc-49d32e6c789c,862e7135-eb38-4c92-98f1-91563ad5f008,#N/A,#N/A,#N/A,Question,New,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,#N/A,false,#N/A,#N/A,#N/A
32ae5d79-b3e5-4b0b-944c-7e2a579c1d4b,ce825621-a53d-49bc-af42-00a133a4132f,03bc8431-f383-4600-b814-0e027a9b8621,#N/A,#N/A,#N/A,Feature Request,On Hold,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
32b6b3d8-3e0e-4aa9-9450-faff0b928183,b23762c3-a4be-44d0-8a2d-c2bfd91ac5cf,7ec94dc0-9562-4b73-bd10-82dedc360f09,#N/A,#N/A,#N/A,Question,On Hold,User didn't attend training,Word Hyperlink field and label,Medium,User Needs Help,#N/A,false,#N/A,#N/A,#N/A
330ce680-57e7-49f3-a1af-382dedf9de39,696ef558-3c4d-4250-a5f5-74d35ae39ae5,0e8512ac-27c3-4940-b9b0-962f6eb07b4f,#N/A,#N/A,#N/A,Feature Request,New,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
335c641f-edd8-4bf2-a08e-8ce22d767ab3,4e600639-62de-4c65-8d8e-93a676fb9a69,d49afe24-72f2-4708-a033-1965ef512787,#N/A,#N/A,#N/A,Problem,Pending Approval,#N/A,License Expired,Medium,EMEA Case,#N/A,false,#N/A,#N/A,#N/A
33fecc97-a6ca-4102-ad87-389a5a972a6d,16e93c36-5783-4069-a27a-a79c7a4eb96e,8518b807-a204-4f71-a857-af1ee0f1f6ba,#N/A,#N/A,#N/A,Feature Request,Approved,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,#N/A,false,#N/A,#N/A,#N/A
34623ea6-bb11-4cb2-badc-e1ed117905b0,571fa758-7f83-4e0f-bc7a-a76d441aa794,c3426c5f-a951-4440-baa4-82921033bd4d,#N/A,#N/A,#N/A,Feature Request,Rejected,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
34789d50-9299-4cf3-93cb-9a1dfd1472f7,453f56e1-302b-487c-8a9d-43b739c8e1ba,862e7135-eb38-4c92-98f1-91563ad5f008,#N/A,#N/A,#N/A,Feature Request,New,New problem,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,#N/A,false,#N/A,#N/A,#N/A
347bfde2-1bbc-401e-9cc4-330d80871195,16201aef-85e5-4f6f-a015-4925f02b0e45,862e7135-eb38-4c92-98f1-91563ad5f008,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
34a5e73b-5697-417a-a369-a5526df4ed81,ef0e1fa0-eb74-4a44-8136-26aba429989f,9a5c0462-7d1b-4249-b38b-d8fee3a52a45,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
35338502-e7b5-4519-b689-75e7427eaa77,d09967dd-cd1f-4c2a-9fe6-4eba895c1b93,b8863ac4-6727-426b-a0d3-8ba897ffc82c,#N/A,#N/A,#N/A,Feature Request,Pending Approval,New problem,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,#N/A,false,#N/A,#N/A,#N/A
358177a3-81c7-4154-b4d3-ed8165a6a6ff,ab590b8b-d050-4d70-a56c-de8e28ba86d0,a802a625-4080-40fb-b088-19efb18331a7,#N/A,#N/A,#N/A,Problem,Pending Approval,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
35f0d030-c5d7-4d95-a813-dbb59900a9e2,f13be984-f4be-460b-b803-4bc5158edc4d,baea373d-ac63-4ce6-85c6-ed6f75bdad26,#N/A,#N/A,#N/A,Question,Approved,User didn't attend training,Assistance with TableStart and End,Medium,EMEA Case,#N/A,false,#N/A,#N/A,#N/A
36b2dc31-3f8d-4600-a30b-cf3d8b09f859,05c3d49d-0c8c-4416-b5cd-a9d342ebc1e9,61861c5a-7879-42b6-bfec-6526a7989c85,#N/A,#N/A,#N/A,Feature Request,Rejected,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
36bc21b9-72c0-4879-8618-c26a88472be3,a1c301df-cae6-4c28-b0ce-faea24d59572,0d854576-00f2-4703-aa47-0ec2266f8594,#N/A,#N/A,#N/A,Feature Request,On Hold,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
36e17fb0-6e80-4193-972b-21952e480469,ae06af4c-be72-4173-814b-cd9c1e2fd4e7,ded082ee-40ee-4f25-95c4-c5a66b7a5ddd,#N/A,#N/A,#N/A,Feature Request,On Hold,New problem,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,#N/A,false,#N/A,#N/A,#N/A
3704619e-2017-426c-bdab-e645ddfe1950,52962b10-6e36-484d-b777-a61ca17cba55,477f1dda-21fb-4778-ab90-96a3c4a8cfe3,#N/A,#N/A,#N/A,Feature Request,Approved,New problem,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,#N/A,false,#N/A,#N/A,#N/A
3743976a-3184-44d1-9558-877793f4aed0,ce9df684-1f83-4c6a-9e8a-361a4ff8227c,2752c1d1-b795-4735-b9bc-6f4eba1957a3,#N/A,#N/A,#N/A,Feature Request,Rejected,New problem,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,#N/A,false,#N/A,#N/A,#N/A
37b54e24-dec5-4c31-93bb-1697dc6f4205,a0b9c14e-00e3-47ce-b339-59149af458bb,3f790b88-2d8d-4622-84c9-b74066cd2297,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
37f199ae-d16c-4f2f-a60c-93deced6fb96,d8d1da95-35b8-4789-8c64-7d0d302e5ff2,d49afe24-72f2-4708-a033-1965ef512787,#N/A,#N/A,#N/A,Feature Request,Rejected,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
38aeca9e-b1d9-4889-ba73-eb8d2fc41d34,35f08df9-443c-4198-a645-fdbc0f17f2f9,0d854576-00f2-4703-aa47-0ec2266f8594,#N/A,#N/A,#N/A,Feature Request,Escalated,New problem,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,#N/A,false,#N/A,#N/A,#N/A
38d65d06-80fa-4326-8ff1-0034d9d32f71,9f1eb0fe-0a3f-4d40-8f49-e538753ccc64,d4cc3959-3472-4eb9-bfe9-a9b15f836a50,#N/A,#N/A,#N/A,Feature Request,On Hold,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
39c5c940-cdd6-448f-8451-4041eb733d53,2ec750b2-b58e-4899-ab9a-901663321cc8,862e7135-eb38-4c92-98f1-91563ad5f008,#N/A,#N/A,#N/A,Feature Request,Escalated,New problem,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,#N/A,false,#N/A,#N/A,#N/A
3a1e5823-891d-4f4e-a7be-edd52b6ac32b,867638bc-b023-4601-ac30-d8aee7316041,9505ec67-fc3a-4100-b982-4d5a6c4cdb4a,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
3a6a45a0-0acb-4189-bd82-f2265ef5ea0a,f6619014-f208-4367-b9a9-07ee0aff29ed,9a5c0462-7d1b-4249-b38b-d8fee3a52a45,#N/A,#N/A,#N/A,Feature Request,New,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
3a9172f4-7f93-46e3-8afc-fb6de03c1db4,973f0471-4ad8-43c7-a7b1-b43ba2ea0f78,0290fced-80b6-4c20-9bb6-c400314f3f78,#N/A,#N/A,#N/A,Question,Pending Approval,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,#N/A,false,#N/A,#N/A,#N/A
3aa22ee6-8f9f-4d6a-8a2e-9e0caf0078a0,948db2fc-e0a1-47bd-b9d9-2f949ca9064d,54e2e79b-cdf5-4e93-803c-3982434a45e9,#N/A,#N/A,#N/A,Feature Request,New,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,#N/A,false,#N/A,#N/A,#N/A
3aa3b6e6-648a-49d2-8911-95afbf732580,5f023d91-aeaf-47cd-b5e6-ca58a88857aa,9f32138d-d239-44e6-9816-e517b35a66b7,#N/A,#N/A,#N/A,Feature Request,New,New problem,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,#N/A,false,#N/A,#N/A,#N/A
3aeec7fb-203d-4fae-8168-afbedf45b8d7,8bda7f1d-d3df-48cf-86be-68095308a614,078d194d-98c9-441d-97a0-fc6709abf638,#N/A,#N/A,#N/A,Feature Request,Pending Approval,New problem,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,#N/A,false,#N/A,#N/A,#N/A
3b0120dc-171e-4c33-9e07-67848e695a72,d161c4b1-93d8-4bf9-8624-7d9e1d3c391f,a9f41b2a-a06e-49f9-9469-8f9aa9f5475a,#N/A,#N/A,#N/A,Problem,Escalated,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
3bd29168-a059-4db6-930a-1f1a78375ec2,f3e768fa-b6ce-4288-8dd4-ad05dfca1c05,0e8512ac-27c3-4940-b9b0-962f6eb07b4f,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
3c5824cb-aec9-440f-859e-925e60ab04b2,11815e8c-639e-4531-a7b7-fdab8abfc358,4de78b82-48d2-4f01-8a7f-b2564aca0749,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
3c5ffa6e-55bd-49c0-891e-9cc00f93c15d,e17267fd-8ea1-4a24-ab00-443ba9c9e749,f6e099b5-20c2-41f3-b0c8-057d41b59d50,#N/A,#N/A,#N/A,Feature Request,Approved,New problem,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,#N/A,false,#N/A,#N/A,#N/A
3c9f880b-5f69-4300-9eec-a437fc60c6ad,82db4094-0b1b-4c0c-89cd-3d2fe338fbdb,e8ed56e3-5309-46cc-9ce0-f1726239cb00,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,#N/A,false,#N/A,#N/A,#N/A
3cf7d1b2-1e1c-4c2f-886d-6b802fe1d9ba,c71fdab6-88b1-473b-bbb2-9c3c9affb7c8,03bc8431-f383-4600-b814-0e027a9b8621,#N/A,#N/A,#N/A,Problem,New,User didn't attend training,Data not showing sorted,Medium,User Needs Help,#N/A,false,#N/A,#N/A,#N/A
3d5a6c05-e674-4284-b753-85690430e138,867a1e2a-343c-49c6-9cfb-eafd4d0abdda,0d854576-00f2-4703-aa47-0ec2266f8594,#N/A,#N/A,#N/A,Problem,Approved,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
3d755a6a-bac5-4d05-88d9-ba02104c890a,7e9d0be0-b955-43c0-92fd-9fa456e89b86,026612b2-880f-4457-a934-74c082417120,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
3e644ffe-df13-476f-a4b9-ef9f1332b25d,20792e73-a0f1-4986-9568-26df1b1e405e,46183cac-0021-4eef-b564-6bf8395c67b6,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
3ea92760-2418-4d11-99e7-42e2c3ac0728,f0e47cdc-f868-44aa-a7a5-77e155732523,b29abac9-eb9c-46f6-99ed-b5e0ddc6efb4,#N/A,#N/A,#N/A,Problem,On Hold,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
3eb2faa5-a50d-47fc-af71-871a53b7b510,880d1960-0f57-4c32-b23c-48b5b2652d6a,838f977b-7602-4ea3-a759-3488d07ea9ba,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
3f119b09-6b32-42dc-b934-60eb72e897a2,8dcf1460-3b45-4e2f-a3de-c2b524d3f390,026612b2-880f-4457-a934-74c082417120,#N/A,#N/A,#N/A,Feature Request,New,New problem,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,#N/A,false,#N/A,#N/A,#N/A
3f39718c-625c-4efa-9d28-fe566bf5cb1a,de52b47b-28ca-496e-9e84-97c2db13b77d,f6e099b5-20c2-41f3-b0c8-057d41b59d50,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
3fab0b85-bcbd-4d8e-83b4-f9127ef7c712,2684e330-ebc3-4488-ac80-c1cfec4528c0,bd1e547b-5e66-46f7-86ff-501480d0f1f0,#N/A,#N/A,#N/A,Question,Pending Approval,Instructions not clear,Adding Parameters to Button,Medium,User Needs Help,#N/A,false,#N/A,#N/A,#N/A
3fd39bd5-ffe5-4213-b17f-61602261b082,6b4afdc7-f156-4b6a-a154-5ea9f5f3b259,0d854576-00f2-4703-aa47-0ec2266f8594,#N/A,#N/A,#N/A,Feature Request,New,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
40961c72-10bb-42e0-9b19-13354513d464,1903e173-fe4c-4235-9b21-cfb17968c584,0d854576-00f2-4703-aa47-0ec2266f8594,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
409c92e5-9ffd-4b72-9c43-d8dfec0cd59d,4c0aae61-d6a5-47fe-8977-bd654be76416,a8ce5dd0-092c-4e14-9ae1-430d41d8bbeb,#N/A,#N/A,#N/A,Problem,On Hold,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
40d1fce7-3cfc-45c9-be8d-938e3a613201,1eb30408-81b6-40b8-aa57-c7f61f8db34b,4b45406d-e86f-401a-be15-58d7550a29b5,#N/A,#N/A,#N/A,Feature Request,New,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
40dd0011-cbb0-4b30-8b4f-8d9e4b7a27fb,7ed07601-f7f0-4e68-8d45-3bb9765ce72a,5b337efc-12b2-4792-89fc-2ebee809d272,#N/A,#N/A,#N/A,Feature Request,New,New problem,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,#N/A,false,#N/A,#N/A,#N/A
4104b60c-abd9-446b-a612-b14225c0b593,d0712978-92e2-457d-933f-f8ba75c3b6d4,0290fced-80b6-4c20-9bb6-c400314f3f78,#N/A,#N/A,#N/A,Feature Request,On Hold,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
4142db6f-6915-4abc-961a-f93aa93a33cb,db5ed270-d90a-436c-8863-b567ac3f9368,065f7197-60e5-4d10-a0ec-f2f5816afff7,#N/A,#N/A,#N/A,Question,Approved,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,#N/A,false,#N/A,#N/A,#N/A
416dce8e-0103-4fb1-a424-9e3f6cfd17dc,fd7ff8c8-94f6-49cc-988e-331affc83b7a,9c0595c3-f3ba-42af-9761-1f1cf81dadac,#N/A,#N/A,#N/A,Feature Request,On Hold,New problem,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,#N/A,false,#N/A,#N/A,#N/A
42019e64-6935-4c48-93bf-8bf12cc04471,3399bb3d-f4fa-4271-a8d1-113714900572,24f8ddba-6a41-4904-bbf1-23a4ae7c03b3,#N/A,#N/A,#N/A,Feature Request,Escalated,New problem,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,#N/A,false,#N/A,#N/A,#N/A
4220a885-076f-47f7-bc2e-f080a025c6b9,dc8472ef-b9c0-42bb-b1c0-90dc66a7be06,203ff87e-cb03-4dea-bf22-5ec94453d3c1,#N/A,#N/A,#N/A,Question,Pending Approval,User didn't attend training,Assistance with Invoice button and template,Medium,EMEA Case,#N/A,false,#N/A,#N/A,#N/A
42979836-3571-43fb-803c-bf7e412d7769,7d371921-8f17-4c33-93e0-452329117563,078d194d-98c9-441d-97a0-fc6709abf638,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
42b48cb7-6b25-48da-b8b3-c2c02db8e728,ff039532-e00d-49f4-ae17-4091efa6121d,24f8ddba-6a41-4904-bbf1-23a4ae7c03b3,#N/A,#N/A,#N/A,Problem,Approved,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
43113f02-ae9a-4c4b-91b8-c2c20f3af90c,266168b4-a190-4999-bd33-5a86c94727e2,065f7197-60e5-4d10-a0ec-f2f5816afff7,#N/A,#N/A,#N/A,Problem,Escalated,User didn't attend training,Activity logged twice,Medium,User Needs Help,#N/A,false,#N/A,#N/A,#N/A
4343d87b-e834-4f6e-8afb-dc2e2499cba5,f81264a3-4442-4ca1-8ccf-f8b027af4c2c,ff87b527-9b1f-4ed3-81d6-5ba63359af75,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
43a186c3-026d-4dc9-924d-a672ef13fb44,2820c5e1-8d78-4a9e-bc0c-bf1a704f54ce,e8ed56e3-5309-46cc-9ce0-f1726239cb00,#N/A,#N/A,#N/A,Question,New,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,#N/A,false,#N/A,#N/A,#N/A
443ddace-a051-4845-9de8-5efd6d319404,ebd73724-8403-474e-a9b6-a51307074021,dfcafcd7-b448-4357-90a7-83e66d1a9e2a,#N/A,#N/A,#N/A,Feature Request,New,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
449afaef-08bb-464e-aaed-ea44e3d7f481,011eb4eb-72d0-486d-b7db-b606cdc64d44,d52e313b-fb36-4327-8967-3e938a9cc862,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
45226c42-3bf1-492b-9983-8f412f1e6778,0aa7721d-4b92-4566-a13e-71a07a251511,ac74df6f-fad7-4bd8-a606-eeb0f45dbd01,#N/A,#N/A,#N/A,Problem,On Hold,Existing problem,Additional license on renewal.,Medium,EMEA Case,#N/A,false,#N/A,#N/A,#N/A
456ec859-7c14-460d-bb14-8652224e4d09,1e228e25-67ff-4feb-a44b-0655ce27ace6,5b337efc-12b2-4792-89fc-2ebee809d272,#N/A,#N/A,#N/A,Feature Request,Escalated,New problem,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,#N/A,false,#N/A,#N/A,#N/A
456fc77f-8700-419b-a938-062cf09e808a,0ac84285-432d-4150-a9e5-1d05cc9243a1,4926556e-5116-4a28-aeac-2fb73cdf2e3e,#N/A,#N/A,#N/A,Feature Request,On Hold,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
459778ba-7e43-4784-905e-f3258663c722,e22e87b0-045c-4886-8aaf-bf12ebcfcdab,55894b8e-12e0-4fa7-9101-252f247b50fb,#N/A,#N/A,#N/A,Feature Request,New,New problem,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,#N/A,false,#N/A,#N/A,#N/A
45ac1a85-417d-4e9b-85ee-9091d990297a,fa10faba-7eb1-4253-b02c-b4279baae57d,477f1dda-21fb-4778-ab90-96a3c4a8cfe3,#N/A,#N/A,#N/A,Feature Request,New,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
460974be-3729-4610-bbea-1dd65e2893fe,3d40f2e8-54ab-4e87-931b-db0e2edf267d,9a5c0462-7d1b-4249-b38b-d8fee3a52a45,#N/A,#N/A,#N/A,Feature Request,Rejected,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
46101c81-a1ec-4d3f-9705-e345733df8de,a872d615-01d0-4921-ae11-f216ceaa16f4,d52e313b-fb36-4327-8967-3e938a9cc862,#N/A,#N/A,#N/A,Feature Request,Approved,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,#N/A,false,#N/A,#N/A,#N/A
4632001f-20c9-49df-b6b5-d6ff03f8d2d8,38903b2b-1cd8-48be-bd36-b0d5143eb4b2,6b76f960-354d-4fc6-a5b3-ce6ae11b2021,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
46994ab6-73cd-4fc5-9dc8-c33bbac2ccb1,76fc9b23-192e-494b-85f3-0ffde2f19d65,d4cc3959-3472-4eb9-bfe9-a9b15f836a50,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
46b4611e-bd78-4ef3-9cc8-e426b0b816a0,d59b74cc-d2eb-4c16-892a-039af9e84df5,4de78b82-48d2-4f01-8a7f-b2564aca0749,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
4775cd31-f6db-424b-8400-2921da0a1775,9023776b-efae-4ef4-bed5-1ea4362949ee,57205e96-d186-40f4-a621-2f371f6f9425,#N/A,#N/A,#N/A,Problem,Rejected,Complex functionality,Need help installing widgets,Medium,We received our new widgets but need assistance installing them to work with our customized implementation.,#N/A,false,#N/A,#N/A,#N/A
477c83a4-2bc5-4699-87fa-8c15719079fa,17bb4c90-555d-45d8-a885-6d73bad7ac60,57205e96-d186-40f4-a621-2f371f6f9425,#N/A,#N/A,#N/A,Feature Request,Escalated,New problem,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,#N/A,false,#N/A,#N/A,#N/A
47b9e3b1-1d60-4f44-9e8b-4cf11f7691a3,989344ba-1666-41b1-87a6-6e81d98594b2,d6aca3d7-dbe3-4645-9a59-73a35f4a0ad0,#N/A,#N/A,#N/A,Feature Request,On Hold,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
47e334c0-f4f8-4bca-9a38-5d1544b59dfc,7ba51c99-1bbc-420f-ab88-421f8007981f,5f6e013d-e183-43f1-8f2e-62d04707c1a1,#N/A,#N/A,#N/A,Question,Pending Approval,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,#N/A,false,#N/A,#N/A,#N/A
47f5ae98-e273-4c15-9448-efbf61fa0cbb,d9882cd3-d634-4e2e-affb-79c1e8267976,58769d5f-cf2d-4612-8065-a50b4200f683,#N/A,#N/A,#N/A,Question,Pending Approval,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,#N/A,false,#N/A,#N/A,#N/A
48200ad6-18d3-4ced-a67d-b6ea1909ca03,5014ec19-1f86-402f-bb83-54bad315c607,7ec94dc0-9562-4b73-bd10-82dedc360f09,#N/A,#N/A,#N/A,Question,Escalated,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,#N/A,false,#N/A,#N/A,#N/A
48229bda-e840-44d2-8b36-b83d2e743b51,08d0fb63-f07e-4f97-850d-fb514144624b,862e7135-eb38-4c92-98f1-91563ad5f008,#N/A,#N/A,#N/A,Feature Request,On Hold,New problem,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,#N/A,false,#N/A,#N/A,#N/A
486fd631-125e-4e85-87e2-7da92e5921eb,9023776b-efae-4ef4-bed5-1ea4362949ee,a9f41b2a-a06e-49f9-9469-8f9aa9f5475a,#N/A,#N/A,#N/A,Feature Request,On Hold,New problem,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,#N/A,false,#N/A,#N/A,#N/A
48a43e45-926f-4300-94f8-992e5ba64a6c,68ccb1ae-ccad-41d9-8322-070ee8c7b452,ac74df6f-fad7-4bd8-a606-eeb0f45dbd01,#N/A,#N/A,#N/A,Feature Request,Rejected,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
490dd171-59bb-40fa-9d0b-1a91fbfc1740,7e9d0be0-b955-43c0-92fd-9fa456e89b86,8518b807-a204-4f71-a857-af1ee0f1f6ba,#N/A,#N/A,#N/A,Feature Request,Pending Approval,New problem,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,#N/A,false,#N/A,#N/A,#N/A
