Guid,AccountId,Name,Description,StageName,Amount,Probability,CloseDate,Type,NextStep,LeadSource,ForecastCategoryName,IsExcludedFromTerritory2Filter,SBQQ__Contracted__c,SBQQ__CreateContractedPrices__c,SBQQ__OrderGroupID__c,SBQQ__Ordered__c,SBQQ__QuotePricebookId__c,SBQQ__Renewal__c,sbaa__ApprovalStatus__c,sbaa__ApprovalStep__c,sbaa__StepApproved__c,sbaa__SubmittedDate__c
2b6e1e8f-3930-4b8a-80db-b444b9d73b24,4926556e-5116-4a28-aeac-2fb73cdf2e3e,Voolia - Cross-sell,#N/A,Proposal/Price Quote,11250.0,75.0,2026-02-19,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
2b8e6291-5aa2-4a9f-9fff-3eaf9beb99d7,81b825ec-df84-4f42-907b-02c39c802a0b,Skaboo - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2025-12-06,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
2bf37861-5280-47f4-818c-90958b3faa88,38669415-6bbb-4177-976e-91b0d255898e,Oyoba - Initial Sale,#N/A,Value Proposition,73995.0,50.0,2026-02-11,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
2c009d6b-1a88-4b9a-9bb3-925233202a55,9a5c0462-7d1b-4249-b38b-d8fee3a52a45,Vitz - Initial Sale,#N/A,Prospecting,72395.0,10.0,2026-02-11,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
2c36f8d6-52f4-43f9-829a-b362f1ebd467,4de78b82-48d2-4f01-8a7f-b2564aca0749,Edgepulse - Additional Sale,#N/A,Proposal/Price Quote,72395.0,75.0,2024-09-22,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
2c7f351e-63ab-4000-a73d-c0166038cae4,57205e96-d186-40f4-a621-2f371f6f9425,Eidelr-Ashpool - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2025-07-23,#N/A,#N/A,#N/A,Omitted,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
2d01e77a-18e3-422d-871a-35d144d063fb,03bc8431-f383-4600-b814-0e027a9b8621,Chatterpoint - Cross-sell,#N/A,Proposal/Price Quote,11250.0,75.0,2026-02-19,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
2d4f4084-fa52-4712-8b26-3817a921a587,4de78b82-48d2-4f01-8a7f-b2564aca0749,Edgepulse - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2025-12-06,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
2e76f2d4-372f-4120-b303-5a87d625721c,3f790b88-2d8d-4622-84c9-b74066cd2297,Oodoo - Cross-sell,#N/A,Proposal/Price Quote,18050.0,75.0,2026-02-19,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
2ed7136b-4874-49d3-ac5f-558ce0314407,1c6920f8-dba7-46cf-8e21-02ae66336327,Yodel - Upsell,#N/A,Perception Analysis,100082.0,70.0,2026-04-11,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
2fa14320-bd5c-4762-8e0d-6beacedeffac,bd1e547b-5e66-46f7-86ff-501480d0f1f0,Rhycero - Upsell,#N/A,Qualification,75000.0,10.0,2026-04-11,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
2fbfa4ee-96f5-4960-b968-06958e6840e5,64cfb4a0-32fe-46ff-b890-cacf1f5924bc,Rhynyx - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2025-07-23,#N/A,#N/A,#N/A,Omitted,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
30194a1b-2531-49a1-8110-827b4713e40d,c11a1807-1b6f-4f8f-8c8c-791c032e6152,Realfire - New Sale,#N/A,Qualification,#N/A,10.0,2026-03-06,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
30508e44-7072-4213-ad11-f7233e885f46,36c39deb-37f2-439a-9a41-e3f479203e12,Voonix - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2025-12-06,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
3069f2f7-eb03-4ddc-ac09-4abb3f7e242c,f345e646-1faf-4bd9-a008-5705837514d5,Babbleopia - Upsell,#N/A,Qualification,75000.0,10.0,2026-04-11,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
30c1b4df-8e85-41f4-aac7-2b0dacd4e5f0,14cc64fe-9216-45ab-8a93-3df687d35746,Skinte - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2026-02-03,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
32a70127-6926-4582-9b15-b647f3ec63ef,34c3137f-c786-42e0-a31e-c63b727a1550,Fatz - Cross-sell,#N/A,Proposal/Price Quote,18050.0,75.0,2026-02-19,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
32e5f94a-685a-4fbd-9432-cfd7d70bcb38,e911cfb9-d4f3-4e43-a427-f7f8d95b4864,Photolist - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2026-02-03,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
34e75e47-72d2-4ce2-aad8-78539b008fea,34c3137f-c786-42e0-a31e-c63b727a1550,Fatz - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2025-07-23,#N/A,#N/A,#N/A,Omitted,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
351ca028-a7ba-476a-bfc8-2739c1458874,d8e27fcc-9259-4a36-a201-9da2bc52ad3e,Fliptune - SOW 1,#N/A,Needs Analysis,71595.0,20.0,2026-02-20,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
355351c1-85d2-445f-8909-1e785bae528f,717e985c-df4a-4a56-8332-d6b04aa98159,Twitterwire - Upsell,#N/A,Qualification,99835.0,10.0,2026-02-09,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
35c11eff-1d69-4a5e-9359-cc623f8af63d,ff8efadb-8a56-4b1d-b254-5f745af9fac4,Gabtype - Cross-sell,#N/A,Proposal/Price Quote,18050.0,75.0,2026-02-19,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
36713ce5-e134-4f01-b47f-d72286b849bd,61861c5a-7879-42b6-bfec-6526a7989c85,Eadel - Upsell,#N/A,Qualification,100082.0,10.0,2026-04-11,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
3695f273-5d23-418f-8c69-88153ae75367,bfff17a1-9be0-45db-a078-eea0ef614d85,Thoughtstorm - Upsell,#N/A,Qualification,75000.0,10.0,2026-04-11,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
37767b4d-85f5-44a0-bfbe-ba82fa8f6e71,d4cc3959-3472-4eb9-bfe9-a9b15f836a50,Browsebug - Cross-sell,#N/A,Proposal/Price Quote,34350.0,75.0,2026-02-19,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
378d33f6-e0e6-4608-8faf-02590685430b,4edb158e-f962-42dd-ac2a-f5f5baf46841,Gigaclub - Cross-sell,#N/A,Proposal/Price Quote,11250.0,75.0,2026-02-19,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
37b571a4-4efe-40b7-8d23-bd24b5fc338a,d52e313b-fb36-4327-8967-3e938a9cc862,Jaxworks - Cross-sell,#N/A,Proposal/Price Quote,18350.0,75.0,2026-01-05,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
37eead96-e6a9-4db2-863e-ebccaa1d4955,62d2b026-5946-42ee-8ef0-a05498ce1462,Trilith - Upsell,#N/A,Qualification,75000.0,10.0,2026-04-11,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
38bb665b-499d-422c-949a-5494a08c9a23,0e8512ac-27c3-4940-b9b0-962f6eb07b4f,Kwimbee - Upsell,#N/A,Qualification,100082.0,10.0,2026-04-11,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
38de71b6-2042-40b1-a731-ce68f1a32317,c3426c5f-a951-4440-baa4-82921033bd4d,Twiyo - Additional Sale,#N/A,Id. Decision Makers,51495.0,60.0,2025-12-15,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
39a63f3a-187c-4261-b9dc-f085763ddb56,2c06c6a8-4482-4d60-a578-b8aaec7a45db,Yakitrit-Germain Hospital - Initial Sale,#N/A,Prospecting,72395.0,10.0,2026-02-11,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
39af0eb0-401a-4137-bde5-c4d8014388aa,46183cac-0021-4eef-b564-6bf8395c67b6,Thoughtmix - Cross-sell,#N/A,Proposal/Price Quote,18350.0,75.0,2026-02-19,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
3a8abd8b-0094-405a-9bf3-18109cf98c61,3e9f8d85-b839-4b8d-944a-864ad5f1f381,Meejo - Upsell,#N/A,Qualification,75000.0,10.0,2026-03-27,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
3ad709a8-51a9-4feb-97bd-a2de51e2daab,2752c1d1-b795-4735-b9bc-6f4eba1957a3,Eamia - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2025-07-23,#N/A,#N/A,#N/A,Omitted,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
3b242ea4-ea10-47e8-81df-b87e0623017d,cd63405b-489a-4d4f-bf7f-2a20adad5456,Meembee - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2025-12-06,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
3b420fc6-c72e-4bae-812d-c132efba802c,d3fed2d3-ec52-4f86-9e60-621819590ac2,Jabbersphere - Cross-sell,#N/A,Proposal/Price Quote,18350.0,75.0,2026-02-19,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
3bbf376b-417e-4abd-93b2-5032f202adff,ac74df6f-fad7-4bd8-a606-eeb0f45dbd01,Plambee - Additional Sale,#N/A,Closed Won,72395.0,100.0,2025-10-12,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
3bebc405-424a-428c-9152-e5e718ef4281,38669415-6bbb-4177-976e-91b0d255898e,Oyoba - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2026-02-03,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
3c2cddaf-c52d-4917-9016-a3b791dd9d32,ac74df6f-fad7-4bd8-a606-eeb0f45dbd01,Plambee - Cross-sell,#N/A,Proposal/Price Quote,11250.0,75.0,2026-02-19,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
3c79dedc-63a9-4f41-9413-89209d9c4c4e,d8e27fcc-9259-4a36-a201-9da2bc52ad3e,Fliptune - Cross-sell,#N/A,Proposal/Price Quote,18050.0,75.0,2026-02-19,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
3d0d5145-4d5c-4534-b39d-99ccb727be94,a802a625-4080-40fb-b088-19efb18331a7,Talane - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2025-07-23,#N/A,#N/A,#N/A,Omitted,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
3d443498-dc01-49c4-9257-f76be78c4d80,14cc64fe-9216-45ab-8a93-3df687d35746,Skinte - Additional Sale,#N/A,Value Proposition,34995.0,50.0,2025-12-09,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
3d8b338f-dbcf-41d3-8268-918cd305d69f,e8ed56e3-5309-46cc-9ce0-f1726239cb00,Topicware - Cross-sell,#N/A,Proposal/Price Quote,11550.0,75.0,2026-02-19,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
3e8f1634-e55f-48bd-8b82-457088e3ab5c,244daca7-37fc-418c-b9c6-8c225489ddc4,Lazzy - Upsell,#N/A,Qualification,75000.0,10.0,2026-04-11,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
3f202508-d066-4493-9bbe-2967b6ee44f7,0d854576-00f2-4703-aa47-0ec2266f8594,Aivee - Upsell,#N/A,Qualification,75000.0,10.0,2026-04-11,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
408c8bd2-955d-4738-9244-db3080c0482b,1c6920f8-dba7-46cf-8e21-02ae66336327,Yodel - Additional Sale,#N/A,Qualification,34995.0,10.0,2025-12-15,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
4131bb5c-e456-4a5f-943d-15c4ad0b8e8b,8518b807-a204-4f71-a857-af1ee0f1f6ba,Thoughtworks - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2025-07-23,#N/A,#N/A,#N/A,Omitted,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
4143f2cc-e526-454a-9c36-696c7acb0271,89c33163-5cb6-47d9-b380-7c6347486897,Zoomlounge - Cross-sell,#N/A,Proposal/Price Quote,11550.0,75.0,2026-02-19,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
41d1e2b6-f1b3-48d8-95d7-de59742a2893,38669415-6bbb-4177-976e-91b0d255898e,Oyoba - Cross-sell,#N/A,Proposal/Price Quote,11550.0,75.0,2026-02-19,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
42176da8-8867-4677-8984-e69dca4ba514,450e9378-424f-4fab-ae6e-3b3ff90eb2ea,Wikizz - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2025-07-08,#N/A,#N/A,#N/A,Omitted,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
427174be-20ac-4c10-bbc1-e3a8456e1b4d,4de78b82-48d2-4f01-8a7f-b2564aca0749,Edgepulse - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2025-07-23,#N/A,#N/A,#N/A,Omitted,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
428453e1-1bc2-42d1-aac9-c3796992602f,0290fced-80b6-4c20-9bb6-c400314f3f78,Realcube - Cross-sell,#N/A,Proposal/Price Quote,11250.0,75.0,2026-02-19,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
43af6123-2c7e-4320-8496-2d781dc68c00,9498d846-3e7e-4da9-9c16-484db7a4a5f4,Mybuzz - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2025-07-23,#N/A,#N/A,#N/A,Omitted,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
43f3bf9f-fffa-4178-90e4-faa244b08d08,7ec94dc0-9562-4b73-bd10-82dedc360f09,Centimia - Upsell,#N/A,Qualification,100082.0,10.0,2026-04-11,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
44214817-138b-4e4c-a466-83d76f426f0d,717e985c-df4a-4a56-8332-d6b04aa98159,Twitterwire - Cross-sell,#N/A,Proposal/Price Quote,37400.0,75.0,2026-02-19,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
44fe5066-2c35-4f46-879a-534471f5ef35,81b825ec-df84-4f42-907b-02c39c802a0b,Skaboo - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2025-07-23,#N/A,#N/A,#N/A,Omitted,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
45338bf4-06d2-4d3f-ae00-79c3264d5c3e,24f8ddba-6a41-4904-bbf1-23a4ae7c03b3,Ooba - Cross-sell,#N/A,Proposal/Price Quote,11550.0,75.0,2026-01-05,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
45dd916a-1693-4125-94cb-5058e8a3f519,46183cac-0021-4eef-b564-6bf8395c67b6,Thoughtmix - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2025-07-23,#N/A,#N/A,#N/A,Omitted,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
46abc140-c807-41da-a881-99d864a15df0,6b76f960-354d-4fc6-a5b3-ce6ae11b2021,Myworks - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2026-01-21,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
473284dd-882c-44b0-9aef-c87bbfd8f2c3,9f32138d-d239-44e6-9816-e517b35a66b7,Shuffletag - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2025-12-06,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
48dfbe97-1e0b-4830-81d8-d656ac5b832f,c935334b-cb9e-4908-9239-77fd3b8b88a3,Meevee - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2025-07-23,#N/A,#N/A,#N/A,Omitted,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
49b2402b-1789-4c14-af5e-5e82b6365979,f07dfce0-270d-4aaa-85b0-040c1569b0d7,Mynte - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2025-12-06,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
49ffc2b6-8a7d-41d8-b28f-4c9a5d3923f5,d6aca3d7-dbe3-4645-9a59-73a35f4a0ad0,Blognation - Upsell,#N/A,Qualification,100082.0,10.0,2026-04-11,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
4cd2a8ee-aad5-4117-bacd-7977386aeb27,a802a625-4080-40fb-b088-19efb18331a7,Talane - Upsell,#N/A,Qualification,75000.0,10.0,2026-04-11,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
4cf57edc-1dfc-48c3-b3fd-57a970b4b4cd,58769d5f-cf2d-4612-8065-a50b4200f683,Yozio - Additional Sale,#N/A,Closed Won,72395.0,100.0,2024-03-09,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
4dad1bb7-51e2-4854-8c74-df094c7995a2,382892b9-7d9c-4069-8b02-5b575c2f3b06,Uidoo - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2025-07-23,#N/A,#N/A,#N/A,Omitted,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
5085af16-927e-4637-bed4-7d1aaf15fcec,bd5e2e4b-0734-45b9-a427-837ec4999aba,Mydo - Initial Sale,#N/A,Id. Decision Makers,73995.0,60.0,2026-02-11,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
51178870-3c45-4fd2-acc0-b29d636319e7,d6aca3d7-dbe3-4645-9a59-73a35f4a0ad0,Blognation - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2026-02-03,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
51215cc9-f714-4395-8245-95921ff66d5b,238c31e0-7d3e-4c86-be61-0973ae9a9ca8,Divavu - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2025-07-23,#N/A,#N/A,#N/A,Omitted,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
51cfe3ab-ff17-478c-93c0-4d71d8234cd7,c935334b-cb9e-4908-9239-77fd3b8b88a3,Meevee - Upsell,#N/A,Qualification,100082.0,10.0,2026-04-11,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
521d5635-9199-45eb-994d-a87cf5eb6769,a9f41b2a-a06e-49f9-9469-8f9aa9f5475a,Tagopia - Cross-sell,#N/A,Proposal/Price Quote,11550.0,75.0,2025-12-20,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
52327bd0-1023-4082-b980-abbf03b40027,276ba8fc-930f-4421-9227-b4bc2bf12874,Kanoodle - Upsell,#N/A,Qualification,75000.0,10.0,2026-04-11,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
52f96f73-f525-433e-a735-08bca3de1f19,862e7135-eb38-4c92-98f1-91563ad5f008,Browsedrive - Upsell,#N/A,Qualification,75000.0,10.0,2026-04-11,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
5374d314-f544-49b0-8fe2-526275d6138e,dfcafcd7-b448-4357-90a7-83e66d1a9e2a,Topiclounge - Cross-sell,#N/A,Proposal/Price Quote,11550.0,75.0,2026-02-19,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
53b9bb07-bace-4bb5-950d-589d6569e106,14cc64fe-9216-45ab-8a93-3df687d35746,Skinte - Cross-sell,#N/A,Proposal/Price Quote,18350.0,75.0,2026-02-19,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
54a7bc53-07c2-4fb6-98fc-3fca75716fe3,61861c5a-7879-42b6-bfec-6526a7989c85,Eadel - Additional Sale,#N/A,Negotiation/Review,34995.0,90.0,2026-02-04,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
54a7f291-8211-4b2e-8f45-7756cfac5520,9f32138d-d239-44e6-9816-e517b35a66b7,Shuffletag - Upsell,#N/A,Qualification,100082.0,10.0,2026-04-11,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
54c71abf-f8b2-4117-b19b-2980bcf3c9f3,9505ec67-fc3a-4100-b982-4d5a6c4cdb4a,Quimm - Additional Sale,#N/A,Closed Won,29995.0,100.0,2025-09-23,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
551f5791-f287-442e-a218-0a804e2133b0,bd1e547b-5e66-46f7-86ff-501480d0f1f0,Rhycero - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2025-12-06,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
55428d6b-135c-41b6-8a15-ad29ae705909,d6aca3d7-dbe3-4645-9a59-73a35f4a0ad0,Blognation - SOW 1,#N/A,Proposal/Price Quote,69095.0,75.0,2026-02-20,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
564bc5ae-3e19-4c53-8597-8a853610b096,bd1e547b-5e66-46f7-86ff-501480d0f1f0,Rhycero - Cross-sell,#N/A,Proposal/Price Quote,11550.0,75.0,2026-02-19,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
56df1b2d-2397-488e-ae59-cdb3af03ffb0,ff8efadb-8a56-4b1d-b254-5f745af9fac4,Gabtype - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2026-02-03,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
574568d2-33ec-4aff-b448-f7310d7e314d,b8863ac4-6727-426b-a0d3-8ba897ffc82c,Zoovu - Additional Sale,Potential big win for their decision maker,Closed Won,29995.0,100.0,2025-12-06,#N/A,great win for us,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
5788edd2-c8c0-48c0-abdc-5de494aba3a7,9c0595c3-f3ba-42af-9761-1f1cf81dadac,Tazz - Cross-sell,#N/A,Proposal/Price Quote,18050.0,75.0,2026-02-19,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
57f93e11-a3c2-48d1-9ac8-479d1fb3fcb2,808f0ce8-a722-4c71-a0da-2a4e03733216,Kwideo - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2025-12-06,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
58368bc4-c8d7-4f5d-bb6e-b005370c4a51,cd63405b-489a-4d4f-bf7f-2a20adad5456,Meembee -Complete Starter Package,#N/A,Value Proposition,72395.0,50.0,2025-05-22,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
5987c81d-d96a-4384-ab6b-3d26c4f999c9,ce50a310-950c-4837-ba53-fec863d4bf5f,Tagtune - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2025-07-23,#N/A,#N/A,#N/A,Omitted,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
5a4d14fe-42fb-4171-8301-9300d8feb266,3f790b88-2d8d-4622-84c9-b74066cd2297,Oodoo - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2026-02-03,#N/A,#N/A,#N/A,Closed,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
5b082c94-58af-4d3a-aba1-70b8bcba20cf,34c3137f-c786-42e0-a31e-c63b727a1550,Fatz - New Business,#N/A,Qualification,100082.0,10.0,2026-04-11,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
5b9d99e4-d840-4716-9981-562dcbc67263,9c0595c3-f3ba-42af-9761-1f1cf81dadac,Tazz - Additional Sale,#N/A,Proposal/Price Quote,31495.0,75.0,2025-11-23,#N/A,#N/A,#N/A,Pipeline,false,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
